ADVERTISER,BRAND_ROOT,Brand (Major),Brand (Minor),Brand (Leaf),PUBLISHER,DATE,CHANNEL,Top-Level Category,PLACEMENT,Spend (USD),IMPRESSIONS
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-02-01,Desktop Display,Consumer Packaged Goods,Other,437.58,32826
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-02-01,Mobile Display,Consumer Packaged Goods,Other,500.32,60462
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,54258.77,1444860
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,96494.74,2569565
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Peacock,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,3047.62,81155
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-02-01,TikTok,Consumer Packaged Goods,Feed,167413.98,17279591
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-02-01,TikTok,Consumer Packaged Goods,Feed,102504.63,10579989
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",TikTok,2025-02-01,TikTok,Food & Dining Services,Feed,2303.22,237726
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Paramount+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,19445.20,911797
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,2311.95,108408
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,25398.87,1190969
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Max,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,6012.94,176850
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-02-01,OTT,Consumer Packaged Goods,In-Stream,124462.81,5024963
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-02-01,OTT,Consumer Packaged Goods,In-Stream,285053.69,11508541
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-02-01,OTT,Consumer Packaged Goods,In-Stream,33966.37,1371330
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,thingiverse.com,2025-02-01,Mobile Display,Consumer Packaged Goods,Other,124.96,53000
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),deseret.com,2025-02-01,Desktop Video,Consumer Packaged Goods,Other,2022.56,29250
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,1647.94,53157
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,151077.58,4873229
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-02-01,OTT,Consumer Packaged Goods,In-Stream,92467.88,2485619
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,89216.05,12345905
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,12217.84,1690731
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,1111.18,153767
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,175465.60,24281282
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,19341.37,2676505
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,27075.50,3746757
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,278.02,38473
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,15076.34,2086285
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,3847.69,532451
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,277.56,38409
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Marketplace,14368.08,1988282
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-03-01,Facebook,Food & Dining Services,Feed,19963.34,2762568
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,276.00,38193
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Reels,837.66,115916
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Feed,22741.10,3146956
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Marketplace,566.14,78344
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-03-01,Facebook,Consumer Packaged Goods,Stories,1636.09,226406
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,Reels,634.83,78828
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,Desktop Display,Consumer Packaged Goods,Other,142.40,15062
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,Feed,12423.95,10359961
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,22970.94,1553687
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,3841.05,214624
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,443.71,33058
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-03-01,YouTube,Food & Dining Services,Feed,26.91,22436
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-03-01,YouTube,Food & Dining Services,In-Stream,2154.59,144483
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-03-01,YouTube,Food & Dining Services,Reels,262.82,32634
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-03-01,YouTube,Consumer Packaged Goods,In-Stream,144.45,16143
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-03-01,Desktop Display,Consumer Packaged Goods,Other,13282.99,1807183
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,11697.30,423083
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,256808.81,9288574
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,31911.43,1154207
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,26698.49,3304730
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,36069.11,4464651
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,297790.02,36860638
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,17819.72,2205727
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,36789.42,4553797
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,135019.51,16712734
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,549.64,68034
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,28284.85,3501106
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,18656.57,2309321
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-03-01,Instagram,Food & Dining Services,Feed,129.93,16082
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-03-01,Instagram,Food & Dining Services,Stories,300.01,37136
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Stories,16618.02,2056985
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Reels,6416.08,794186
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-03-01,Instagram,Consumer Packaged Goods,Feed,6672.93,825983
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Twitch,2025-03-01,Desktop Video,Consumer Packaged Goods,In-Stream,7674.13,343286
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Pluto TV,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,8293.63,388995
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Pluto TV,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,18495.54,867494
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Pluto TV,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,8684.19,407313
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-03-01,Snapchat,Consumer Packaged Goods,Spotlight,8804.46,1649729
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-03-01,Snapchat,Consumer Packaged Goods,Feed,17115.01,3206911
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-03-01,Snapchat,Consumer Packaged Goods,Camera (AR),28378.89,5317471
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,10101.42,438572
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,2340.17,101601
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-03-01,Mobile Display,Consumer Packaged Goods,Other,970.30,117153
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-03-01,Desktop Display,Consumer Packaged Goods,Other,293.91,21618
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,14419.51,383979
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,54420.85,1449174
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-03-01,TikTok,Consumer Packaged Goods,Feed,65123.21,6721675
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-03-01,TikTok,Consumer Packaged Goods,Feed,109349.38,11286468
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Paramount+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,19998.17,937724
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,3072.53,144072
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,16751.92,785509
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Max,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,6875.07,202207
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-03-01,OTT,Consumer Packaged Goods,In-Stream,115367.34,4657744
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-03-01,OTT,Consumer Packaged Goods,In-Stream,227774.49,9195987
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Amazon Prime Video,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,909.55,29339
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,2161.63,69729
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,39720.18,1281248
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Disney+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,3393.78,91228
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-03-01,OTT,Consumer Packaged Goods,In-Stream,22863.29,614586
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,1762.39,242400
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,153941.28,21172837
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Reels,17140.45,2357479
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,54847.86,7543707
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-04-01,Facebook,<uncategorized>,Feed,572.22,78702
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,14833.78,2040217
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,2330.34,320512
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Reels,882.73,121410
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Marketplace,8579.66,1180031
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-04-01,Facebook,Food & Dining Services,Feed,96080.15,13214700
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-04-01,Facebook,Food & Dining Services,Reels,3191.02,438887
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-04-01,Facebook,Food & Dining Services,Stories,4318.94,594019
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,3185.98,438196
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,8787.99,1208690
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Marketplace,5456.64,750499
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Stories,2380.12,327359
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Feed,15954.26,2194318
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-04-01,Facebook,Consumer Packaged Goods,Reels,291.44,40084
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-04-01,YouTube,Consumer Packaged Goods,In-Stream,2939.70,135953
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-04-01,YouTube,Consumer Packaged Goods,In-Stream,694.34,51892
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-04-01,YouTube,Consumer Packaged Goods,Feed,551.87,380915
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-04-01,YouTube,Food & Dining Services,In-Stream,1447.89,66961
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-04-01,YouTube,Food & Dining Services,Feed,89.91,62061
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-04-01,YouTube,Consumer Packaged Goods,In-Stream,382.62,35390
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-04-01,Desktop Display,Consumer Packaged Goods,Other,7271.65,989326
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,235179.38,7890756
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,331831.89,11133710
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,23385.04,784624
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,nascar.com,2025-04-01,Desktop Display,Consumer Packaged Goods,Other,8412.97,328052
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,nascar.com,2025-04-01,Mobile Display,Consumer Packaged Goods,Other,233.58,18518
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,86931.26,10248888
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,43886.75,5174094
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,122169.23,14403300
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,44369.92,5231068
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,27134.64,3199074
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,7858.35,926475
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,143.25,16888
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,60530.08,7136267
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,8932.16,1053069
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,3108.54,366489
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-04-01,Instagram,Food & Dining Services,Reels,9616.34,1133734
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-04-01,Instagram,Food & Dining Services,Stories,1127.95,132980
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-04-01,Instagram,Food & Dining Services,Feed,282.39,33292
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,565.40,66659
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,577.75,68116
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Feed,6730.56,793507
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Stories,3603.82,424877
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-04-01,Instagram,Consumer Packaged Goods,Reels,23019.84,2713951
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Pluto TV,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,6738.52,311476
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,2906.55,118261
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-04-01,OTT,Consumer Packaged Goods,In-Stream,46940.53,1123112
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-04-01,TikTok,Consumer Packaged Goods,Feed,218195.56,20850691
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-04-01,TikTok,Consumer Packaged Goods,Feed,38136.76,3644335
