advertiser,brand_root,brand_major,brand_minor,brand_leaf,publisher,date,channel,top_level_category,placement,spend_usd,impressions
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Feed,87517.15,12110844
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Reels,36870.2,5102200
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Stories,872.51,120740
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,In-Stream,5926.15,331137
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,walmart.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,15019.29,2043414
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,105961.23,3832547
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,wunderground.com (The Weather Company),2025-01-01,Desktop Display,Consumer Packaged Goods,Other,157.86,134595
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,chicagotribune.com (Tribune Media),2025-01-01,Desktop Video,Consumer Packaged Goods,Other,2490.28,248408
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,nypost.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,1052.28,90285
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,upi.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,18.14,1341
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,screenrant.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,371.09,80768
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,collider.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,259.33,17442
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,ktla.com (Tribune Media),2025-01-01,Desktop Video,Consumer Packaged Goods,Other,1179.0,76261
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Reels,59975.47,7423785
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Stories,8950.28,1107863
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Feed,61091.86,7561958
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Twitch,2025-01-01,Desktop Video,Consumer Packaged Goods,In-Stream,3450.75,154362
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,nexusmods.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,5.05,2420
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,baseballamerica.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,1239.25,17922
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,mathway.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,21653.57,313153
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,7151.33,310490
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,onmilwaukee.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,1610.04,23284
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-01-01,TikTok,Consumer Packaged Goods,Feed,8987.28,927620
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,2554.41,119778
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-01-01,OTT,Consumer Packaged Goods,In-Stream,66656.77,2691149
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,cbr.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,337.39,68221
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,kaaltv.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,5.05,1021
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,thegamer.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,227.31,45963
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Amazon Prime Video,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,2751.43,88750
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,yahoo.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,3855.08,1417011
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cnet.com (CBS Interactive),2025-01-01,Desktop Display,Consumer Packaged Goods,Other,1045.1,287919
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,fandom.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,295.11,51393
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,washingtonpost.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,559.25,63959
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,people.com (Meredith),2025-01-01,Desktop Display,Consumer Packaged Goods,Other,391.14,102622
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,buzzfeed.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,481.94,154883
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,businessinsider.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,44.16,6137
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,zdnet.com (CBS Interactive),2025-01-01,Desktop Display,Consumer Packaged Goods,Other,358.73,104572
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Reels,144.72,17913
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Feed,587.86,81349
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,In-Stream,513.4,32749
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,Feed,84.44,70420
Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,Country Archer Jerky Co.,flyertalk.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,285.22,37470
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Stories,293.75,40650
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Feed,5287.29,731670
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Marketplace,4129.35,571430
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,In-Stream,610.49,34112
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Feed,5701.32,705710
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Reels,12110.7,1499054
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Stories,308.93,38240
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Snapchat,2025-01-01,Snapchat,Consumer Packaged Goods,Camera (AR),197.24,36957
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-01-01,Mobile Display,Consumer Packaged Goods,Other,75.33,9102
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Feed,196981.78,27258867
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Reels,39390.78,5451002
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Stories,4715.9,652599
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,Reels,9908.16,1230311
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,336.45,35588
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,In-Stream,224224.98,13581487
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,Feed,3807.58,3175170
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,16306.98,589812
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Reels,715080.62,88512988
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Feed,84771.65,10493049
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Stories,105765.09,13091602
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-01-01,Snapchat,Consumer Packaged Goods,Spotlight,42052.38,7879531
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Snapchat,2025-01-01,Snapchat,Consumer Packaged Goods,Feed,95399.69,17875440
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,32952.25,1430689
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,19840.06,528322
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-01-01,TikTok,Consumer Packaged Goods,Feed,159335.15,16445736
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-01-01,OTT,Consumer Packaged Goods,In-Stream,129256.07,5218480
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Amazon Prime Video,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,2545.73,82118
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Feed,578.36,80035
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-01-01,YouTube,Consumer Packaged Goods,In-Stream,83.31,46550
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Stories,1026.63,127077
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-01-01,Facebook,<uncategorized>,Reels,1437.17,198879
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-01-01,Facebook,<uncategorized>,Feed,3740.86,517668
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Marketplace,302.7,41888
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Feed,50212.07,6948464
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Reels,1204.66,166704
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-01-01,Facebook,Consumer Packaged Goods,Stories,610.76,84519
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-01-01,YouTube,Consumer Packaged Goods,In-Stream,2684.56,266128
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),fandom.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,32.49,7910
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,133023.75,4811373
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),nydailynews.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,4016.6,286524
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),chicagotribune.com (Tribune Media),2025-01-01,Desktop Video,Consumer Packaged Goods,Other,13296.39,1326329
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),yardbarker.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,1021.26,78967
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),nypost.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,634.88,54473
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),biblegateway.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,75.0,18292
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),baltimoresun.com (Tribune Media),2025-01-01,Desktop Video,Consumer Packaged Goods,Other,4739.95,410524
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),sun-sentinel.com (Tribune Media),2025-01-01,Desktop Video,Consumer Packaged Goods,Other,4766.16,244385
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),doodle.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,2.89,986
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),seattletimes.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,494.61,30709
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),heavy.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,360.33,36560
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Feed,15253.84,1888106
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Stories,14243.75,1763088
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-01-01,Instagram,Consumer Packaged Goods,Reels,7509.8,929563
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),si.com (Sports Illustrated) (Maven),2025-01-01,Desktop Video,Consumer Packaged Goods,Other,14504.88,1085725
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),triblive.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,197.14,10388
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Pluto TV,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,14185.49,665340
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),hypesouthflorida.com (Tribune Media),2025-01-01,Desktop Video,Consumer Packaged Goods,Other,5.63,100
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),metro.us,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,1092.14,41454
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),goskagit.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,12171.96,176031
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),recorderonline.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,8.16,118
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),sciencenews.org,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,39.35,12971
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Peacock,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,6659.39,177334
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,67997.54,3188448
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),behindthesteelcurtain.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,10.6,2144
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),bleedinggreennation.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,21062.8,312684
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),bloggingtheboys.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,75.1,15185
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),cincyjungle.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,10.93,2210
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),fieldgulls.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,1673.86,27717
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),ninersnation.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,18.52,3744
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),patspulpit.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,12.24,2475
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),prideofdetroit.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,3770.22,57987
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-01-01,OTT,Consumer Packaged Goods,In-Stream,24078.66,972134
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),colonist.io,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,82.43,28139
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),essentiallysports.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,11226.22,162350
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),deseret.com,2025-01-01,Desktop Video,Consumer Packaged Goods,Other,7866.47,113763
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Amazon Prime Video,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,46837.88,1510847
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),denvergazette.com,2025-01-01,Desktop Display,Consumer Packaged Goods,Other,72.62,24787
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Disney+,2025-01-01,OTT,Consumer Packaged Goods,In-Stream,170080.58,4571812
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-01-01,Facebook,Food & Dining Services,Reels,1524.48,210961
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-01-01,Facebook,Food & Dining Services,Marketplace,606.56,83938
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-01-01,Facebook,Food & Dining Services,Stories,5916.16,818695
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-01-01,Facebook,Food & Dining Services,Other,1159.17,160409
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Facebook,2025-01-01,Facebook,Food & Dining Services,Feed,85893.72,11886180
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-01-01,YouTube,Food & Dining Services,Feed,45.54,37975
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-01-01,YouTube,Food & Dining Services,In-Stream,8517.47,574905
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-01-01,YouTube,Food & Dining Services,Reels,26.46,3285
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-01-01,Instagram,Food & Dining Services,Reels,6331.44,783695
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-01-01,Instagram,Food & Dining Services,Stories,1660.09,205487
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-01-01,Instagram,Food & Dining Services,Feed,300.19,37158
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",TikTok,2025-01-01,TikTok,Food & Dining Services,Feed,35672.45,3681923
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Feed,170974.87,23659826
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Stories,81569.58,11287758
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-02-01,Facebook,Consumer Packaged Goods,Reels,15735.68,2177532
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-02-01,YouTube,Consumer Packaged Goods,In-Stream,59236.65,3309964
